obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
Lance wanted to have a romantic evening with his wife.,His wife was so angry she took the kids to sleep at the Grandmas.,Lance's kids refused to go to sleep.,Lance instead got into a fight with his wife because she was not in a romantic mood.,2,No sleep for Langen.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.85}",383
Lance wanted to have a romantic evening with his wife.,His wife was so angry she took the kids to sleep at the Grandmas.,Lance's kids refused to go to sleep.,Lance instead got into a fight with his wife because she was not in a romantic mood.,2,No sleep for Langy.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",383
Lance wanted to have a romantic evening with his wife.,His wife was so angry she took the kids to sleep at the Grandmas.,Lance's kids refused to go to sleep.,Lance instead got into a fight with his wife because she was not in a romantic mood.,2,French children refuse sleep.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",383
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I'm feeling numb.,"{'lexical': 0.3, 'syntactic': 0.2, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I don't feel any better.,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I'm feeling naughty.,"{'lexical': 0.2, 'syntactic': 0.25, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I'm feeling ill.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.7}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I'm not feeling any better.,"{'lexical': 0.35, 'syntactic': 0.25, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,"Well, my mother said I don't feel any better.","{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.8}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,Mother said I'm not feeling any better.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I've been told by my mother that I'm not feeling any better.,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I've been told by my mother that I'm not feeling well.,"{'lexical': 0.2, 'syntactic': 0.4, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I'm told by my mother that I'm not feeling any better.,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I've had my mother tell her I'm not feeling any better.,"{'lexical': 0.25, 'syntactic': 0.5, 'semantic': 0.85}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I'm telling my mother I'm not feeling any better.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I don't feel good.,"{'lexical': 0.3, 'syntactic': 0.25, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,Mother said I'm feeling numb.,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 0.7}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,"Well, my mother said I'm feeling ill.","{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.8}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,Mother said I'm feeling ill.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I'm telling my mother I'm feeling ill.,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,My mother said I'm feeling bad.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I've been told by my mother that I'm feeling sick.,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I've been told by my mother that I'm not feeling.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,I'm told by my mother that I'm not feeling.,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,"You know, my mother's saying I don't like it.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.75}",895
My girlfriend made me go to the theater to watch this romance movie.,I felt bad for lying to her but at least I got out of the movie.,My mom told her I wasn't feeling well.,I hate love stories and said I had to study.,2,"According to my mother, I'm not feeling any better.","{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",895
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny decided that his artefact is his major career.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.85}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny decided that his artefact is his main career.,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.85}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny decided that his museum would be one of his major career.,"{'lexical': 0.2, 'syntactic': 0.2, 'semantic': 0.9}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny decided that the museum would be one of his major career.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.75}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny's choice was to make the museum his main career.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny's choice was to make museums the one that were his main career.,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.9}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny's choice was to make museums work their main career.,"{'lexical': 0.2, 'syntactic': 0.4, 'semantic': 0.9}",952
Lenny worked at a museum.,Lenny found another job in a better museum and is even happier.,Lenny decided to make museum work his main career.,Another museum that was located nearby Lenny's placed refused Lenny a job.,1,Lenny's choice was to make museums his main career.,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}",952
